addr	bucket	code_units	name
000795a0	GAME_UNIQUE	213	FUN_000795a0
00079910	XMEN_SERIES	36	FUN_00079910
00079990	GAME_UNIQUE	112	FUN_00079990
00079b30	ENGINE	11	tmpl__AV_CEvent_VCGameEntity_VEThink_::vfunc3
00079b60	GAME_UNIQUE	206	FUN_00079b60
00079f40	ENGINE	33	tmpl__AV_CEntityFactory_VCGameEntity_VCActionEntity_::vfunc0
00079fa0	GAME_UNIQUE	13	FUN_00079fa0
00079fe0	GAME_UNIQUE	29	FUN_00079fe0
0007a040	ENGINE	16	FUN_0007a040
0007a080	XMEN_SERIES	33	FUN_0007a080
0007a100	GAME_UNIQUE	40	FUN_0007a100
0007a1b0	GAME_UNIQUE	41	CSoundDebounce::vfunc0
0007a230	GAME_UNIQUE	15	CSoundDebounce::vfunc2
0007a260	GAME_UNIQUE	46	CSoundDebounce::vfunc3
0007a300	GAME_UNIQUE	97	FUN_0007a300
0007a460	GAME_UNIQUE	18	FUN_0007a460
0007a4a0	GAME_PORTABLE	6	CSoundDebounce::vfunc11
0007a4c0	ENGINE	69	FUN_0007a4c0
0007a660	GAME_UNIQUE	8	FUN_0007a660
0007a690	GAME_UNIQUE	31	FUN_0007a690
0007a700	GAME_UNIQUE	49	CSoundDebounce::vfunc7
0007a790	GAME_UNIQUE	34	FUN_0007a790
0007a810	GAME_UNIQUE	18	CSoundDebounce::vfunc4
0007a860	GAME_PORTABLE	38	CSoundDebounce::vfunc5
0007a910	GAME_UNIQUE	81	CSoundDebounce::vfunc6
0007aa60	GAME_PORTABLE	49	CSoundDebounce::vfunc8
0007ab20	GAME_UNIQUE	17	FUN_0007ab20
0007ab70	GAME_UNIQUE	64	FUN_0007ab70
0007ac50	GAME_UNIQUE	141	CSoundDebounce::vfunc9
0007ae70	GAME_UNIQUE	47	FUN_0007ae70
0007aef0	GAME_UNIQUE	73	FUN_0007aef0
0007aff0	GAME_UNIQUE	73	CSoundDebounce::vfunc10
0007b0f0	ENGINE	10	CSoundDebounce::vfunc12
0007b120	GAME_UNIQUE	135	CGuidedProjectileEntity::vfunc5
0007b300	GAME_UNIQUE	306	FUN_0007b300
0007b790	GAME_UNIQUE	427	CGuidedProjectileEntity::vfunc71
0007bdb0	ENGINE	33	tmpl__AV_CEntityFactory_VCGuidedProjectileEntity_VCProjectileEntity_::vfunc0
0007be10	GAME_UNIQUE	54	FUN_0007be10
0007bf40	GAME_UNIQUE	69	FUN_0007bf40
0007c070	GAME_UNIQUE	152	FUN_0007c070
0007c350	GAME_UNIQUE	58	FUN_0007c350
0007c400	GAME_UNIQUE	11	FUN_0007c400
0007c430	ENGINE	3	tmpl__AV_CEvent_VCHarmLightningEntity_VELightningChain_::vfunc13
0007c440	GAME_UNIQUE	136	FUN_0007c440
0007c610	GAME_UNIQUE	42	FUN_0007c610
0007c6b0	GAME_UNIQUE	352	FUN_0007c6b0
0007cc20	GAME_UNIQUE	89	FUN_0007cc20
0007cdd0	ENGINE	9	CHarmEntity::vfunc1
0007ce00	ENGINE	33	tmpl__AV_CEvent_VCHarmLightningEntity_VELightningChain_::vfunc8
0007ce60	GAME_UNIQUE	58	FUN_0007ce60
0007cf50	ENGINE	9	CHarmLightningEntity::vfunc1
0007cf70	GAME_UNIQUE	24	FUN_0007cf70
0007cfe0	GAME_UNIQUE	16	FUN_0007cfe0
0007d020	GAME_UNIQUE	173	FUN_0007d020
0007d290	GAME_UNIQUE	89	FUN_0007d290
0007d3c0	GAME_UNIQUE	25	CInventoryEntity::vfunc5
0007d410	GAME_UNIQUE	22	CInventoryEntity::vfunc3
0007d470	GAME_UNIQUE	69	FUN_0007d470
0007d580	ENGINE	9	CInventoryEntity::vfunc1
0007d5b0	ENGINE	33	CInventoryEntity::vfunc113
0007d610	GAME_UNIQUE	43	CInventoryEntity::vfunc4
0007d6a0	GAME_UNIQUE	407	CInventoryEntity::vfunc51
0007dce0	GAME_UNIQUE	22	FUN_0007dce0
0007dd30	GAME_UNIQUE	99	CInventoryEntity::vfunc111
0007dec0	GAME_UNIQUE	18	FUN_0007dec0
0007def0	GAME_UNIQUE	18	CInventorySystem::vfunc44
0007df80	GAME_UNIQUE	49	FUN_0007df80
0007e090	GAME_UNIQUE	4	CInventorySystem::vfunc18
0007e0a0	GAME_UNIQUE	4	CInventorySystem::vfunc19
0007e0b0	GAME_UNIQUE	14	CInventorySystem::vfunc13
0007e0e0	GAME_UNIQUE	6	CInventorySystem::vfunc15
0007e100	GAME_UNIQUE	6	CInventorySystem::vfunc16
0007e140	GAME_UNIQUE	5	CInventorySystem::vfunc6
0007e160	ENGINE	5	CInventorySystem::vfunc45
0007e170	GAME_UNIQUE	61	CInventorySystem::vfunc43
0007e270	GAME_UNIQUE	9	CInventorySystem::vfunc7
0007e290	GAME_UNIQUE	32	CInventorySystem::vfunc17
0007e2f0	GAME_UNIQUE	67	CInventorySystem::vfunc20
0007e3a0	GAME_UNIQUE	10	CInventorySystem::vfunc22
0007e3d0	GAME_UNIQUE	9	CInventorySystem::vfunc25
0007e3f0	GAME_UNIQUE	9	CInventorySystem::vfunc27
0007e410	GAME_UNIQUE	9	CInventorySystem::vfunc28
0007e430	GAME_UNIQUE	9	CInventorySystem::vfunc29
0007e450	GAME_UNIQUE	26	CInventorySystem::vfunc31
0007e4a0	GAME_UNIQUE	9	CInventorySystem::vfunc32
0007e4c0	GAME_UNIQUE	9	CInventorySystem::vfunc26
0007e4e0	GAME_UNIQUE	12	CInventorySystem::vfunc38
0007e510	GAME_UNIQUE	12	CInventorySystem::vfunc39
0007e540	GAME_UNIQUE	12	CInventorySystem::vfunc40
0007e570	GAME_UNIQUE	15	CInventorySystem::vfunc41
0007e5a0	GAME_UNIQUE	90	CInventorySystem::vfunc0
0007e6e0	GAME_UNIQUE	82	CInventorySystem::vfunc1
0007e7f0	GAME_UNIQUE	72	CInventorySystem::vfunc2
0007e8e0	GAME_UNIQUE	66	CInventorySystem::vfunc3
0007eaa0	GAME_UNIQUE	66	CInventorySystem::vfunc5
0007eb70	GAME_UNIQUE	42	CInventorySystem::vfunc8
0007ebe0	GAME_UNIQUE	41	CInventorySystem::vfunc23
0007ec50	GAME_UNIQUE	15	CInventorySystem::vfunc37
0007ec90	GAME_UNIQUE	126	FUN_0007ec90
0007ee90	GAME_UNIQUE	4	CInventorySystem::vfunc33
0007eeb0	GAME_UNIQUE	41	FUN_0007eeb0
0007ef50	GAME_UNIQUE	15	CInventorySystem::vfunc30
0007ef90	GAME_UNIQUE	4	CInventorySystem::vfunc34
0007efb0	GAME_UNIQUE	6	CInventorySystem::vfunc35
0007efd0	GAME_UNIQUE	17	CInventorySystem::vfunc36
0007f010	GAME_UNIQUE	68	FUN_0007f010
0007f100	GAME_UNIQUE	293	FUN_0007f100
0007f490	GAME_UNIQUE	16	CInventorySystem::vfunc24
0007f4d0	GAME_UNIQUE	165	CInventorySystem::vfunc46
0007f760	GAME_UNIQUE	53	FUN_0007f760
0007f850	GAME_UNIQUE	19	FUN_0007f850
0007f8b0	GAME_UNIQUE	144	FUN_0007f8b0
0007fa70	GAME_UNIQUE	90	CInventorySystem::vfunc47
0007fbb0	GAME_UNIQUE	113	CInventorySystem::vfunc9
0007fd30	GAME_UNIQUE	29	FUN_0007fd30
0007fdd0	GAME_UNIQUE	36	FUN_0007fdd0
0007fe50	GAME_UNIQUE	40	FUN_0007fe50
0007fef0	ENGINE	9	CLightEntity::vfunc1
0007ff10	GAME_UNIQUE	45	FUN_0007ff10
00080040	GAME_UNIQUE	42	FUN_00080040
000800e0	ENGINE	10	IMap::vfunc0
00080110	GAME_UNIQUE	52	FUN_00080110
00080210	ENGINE	4	IMap::vfunc71
00080230	ENGINE	7	IMap::vfunc82
00080250	ENGINE	4	IMap::vfunc57
00080260	ENGINE	8	IMap::vfunc58
00080280	GAME_UNIQUE	12	IMap::vfunc46
000802c0	ENGINE	7	IMap::vfunc74
000802f0	ENGINE	4	IMap::vfunc76
00080300	ENGINE	8	IMap::vfunc77
00080330	ENGINE	4	IMap::vfunc79
00080340	ENGINE	8	IMap::vfunc80
00080360	ENGINE	6	IMap::vfunc53
00080380	ENGINE	4	IMap::vfunc54
000803b0	XBOX_PLATFORM	8	IMap::vfunc50
000803d0	XMEN_SERIES	8	IMap::vfunc51
00080460	GAME_PORTABLE	4	IMap::vfunc72
00080470	GAME_UNIQUE	19	IMap::vfunc83
000804b0	GAME_UNIQUE	41	IMap::vfunc59
00080560	GAME_UNIQUE	49	IMap::vfunc56
00080620	ENGINE	9	IMap::vfunc44
00080640	GAME_UNIQUE	24	IMap::vfunc87
00080690	GAME_PORTABLE	7	IMap::vfunc69
000806b0	GAME_PORTABLE	7	IMap::vfunc70
000807f0	GAME_UNIQUE	165	IMap::vfunc55
00080b10	GAME_UNIQUE	18	FUN_00080b10
00080b60	ENGINE	22	FUN_00080b60
00080bb0	GAME_UNIQUE	21	FUN_00080bb0
00080c00	GAME_UNIQUE	37	FUN_00080c00
00080c80	GAME_UNIQUE	12	FUN_00080c80
00080d00	GAME_UNIQUE	62	IMap::vfunc85
00080df0	GAME_UNIQUE	1205	IMap::vfunc60
00082250	GAME_UNIQUE	68	FUN_00082250
00082330	GAME_UNIQUE	74	FUN_00082330
00082450	GAME_UNIQUE	27	FUN_00082450
000824c0	GAME_UNIQUE	49	FUN_000824c0
000825a0	GAME_PORTABLE	45	FUN_000825a0
00082650	GAME_UNIQUE	41	FUN_00082650
000826f0	GAME_UNIQUE	85	FUN_000826f0
00082810	GAME_UNIQUE	113	FUN_00082810
000829e0	GAME_UNIQUE	297	FUN_000829e0
00082e70	GAME_UNIQUE	50	FUN_00082e70
00082f40	GAME_UNIQUE	42	FUN_00082f40
00082fd0	GAME_UNIQUE	29	FUN_00082fd0
00083030	GAME_UNIQUE	29	FUN_00083030
00083090	GAME_UNIQUE	114	IMap::vfunc86
00083290	GAME_UNIQUE	50	IMap::vfunc45
00083370	GAME_UNIQUE	32	FUN_00083370
00083400	GAME_UNIQUE	46	FUN_00083400
000834d0	ENGINE	5	FUN_000834d0
000834e0	GAME_UNIQUE	5	FUN_000834e0
00083500	GAME_UNIQUE	26	FUN_00083500
00083560	ENGINE	10	FUN_00083560
00083590	GAME_UNIQUE	28	FUN_00083590
00083600	GAME_UNIQUE	41	FUN_00083600
00083780	GAME_UNIQUE	6	FUN_00083780
00083790	GAME_UNIQUE	13	FUN_00083790
000837c0	GAME_UNIQUE	13	FUN_000837c0
000837f0	ENGINE	5	FUN_000837f0
00083800	ENGINE	5	FUN_00083800
00083810	GAME_UNIQUE	27	FUN_00083810
00083870	ENGINE	5	FUN_00083870
00083880	GAME_UNIQUE	20	FUN_00083880
000838c0	GAME_UNIQUE	25	FUN_000838c0
00083910	GAME_UNIQUE	27	FUN_00083910
00083970	GAME_UNIQUE	16	FUN_00083970
000839c0	GAME_UNIQUE	25	FUN_000839c0
00083a10	GAME_UNIQUE	30	FUN_00083a10
00083a70	ENGINE	5	FUN_00083a70
00083a80	GAME_UNIQUE	36	FUN_00083a80
00083b10	ENGINE	9	FUN_00083b10
00083b40	GAME_UNIQUE	36	tmpl__AV_tree_base_U_value_semantics_node_V_handle_str_0A_0BC_Vtree_node_ratl_storage_ratl_ratl_::vfunc4
00083bd0	ENGINE	37	FUN_00083bd0
00083c60	ENGINE	6	FUN_00083c60
00083c80	GAME_UNIQUE	469	FUN_00083c80
00084210	GAME_UNIQUE	45	FUN_00084210
000842d0	ENGINE	6	FUN_000842d0
00084310	GAME_UNIQUE	16	CMissionMgr::vfunc9
00084340	GAME_UNIQUE	11	CMissionMgr::vfunc10
00084370	GAME_UNIQUE	6	CMissionMgr::vfunc11
00084390	GAME_PORTABLE	10	FUN_00084390
000843c0	GAME_UNIQUE	47	CMissionMgr::vfunc2
00084460	GAME_UNIQUE	57	CMissionMgr::vfunc12
00084500	GAME_UNIQUE	11	FUN_00084500
00084520	GAME_UNIQUE	40	FUN_00084520
000845c0	GAME_UNIQUE	117	FUN_000845c0
00084740	GAME_UNIQUE	154	FUN_00084740
00084920	GAME_UNIQUE	7	FUN_00084920
00084940	GAME_UNIQUE	6	FUN_00084940
00084960	GAME_UNIQUE	7	FUN_00084960
00084980	GAME_UNIQUE	7	FUN_00084980
000849a0	GAME_UNIQUE	7	FUN_000849a0
000849c0	GAME_UNIQUE	30	FUN_000849c0
00084a30	GAME_UNIQUE	199	FUN_00084a30
00084cc0	GAME_PORTABLE	80	FUN_00084cc0
00084da0	GAME_UNIQUE	12	FUN_00084da0
00084dd0	GAME_UNIQUE	10	FUN_00084dd0
00084df0	GAME_UNIQUE	12	FUN_00084df0
00084e20	GAME_UNIQUE	10	FUN_00084e20
00084e40	GAME_UNIQUE	21	FUN_00084e40
00084e80	GAME_UNIQUE	28	CMissionMgr::vfunc16
00084ed0	GAME_UNIQUE	54	CMissionMgr::vfunc3
00084f80	GAME_UNIQUE	19	CMissionMgr::vfunc15
00084fc0	GAME_UNIQUE	54	FUN_00084fc0
00085080	GAME_UNIQUE	34	CMissionMgr::vfunc14
000850d0	GAME_UNIQUE	9	FUN_000850d0
000850f0	GAME_UNIQUE	34	FUN_000850f0
00085140	GAME_UNIQUE	34	FUN_00085140
00085190	GAME_UNIQUE	14	FUN_00085190
000851c0	ENGINE	5	FUN_000851c0
000851d0	ENGINE	5	FUN_000851d0
000851e0	ENGINE	5	FUN_000851e0
000851f0	ENGINE	5	FUN_000851f0
00085200	GAME_UNIQUE	13	FUN_00085200
00085230	ENGINE	5	FUN_00085230
00085250	ENGINE	5	FUN_00085250
00085270	ENGINE	5	FUN_00085270
00085290	GAME_UNIQUE	248	FUN_00085290
00085630	GAME_UNIQUE	17	FUN_00085630
000856a0	GAME_UNIQUE	196	CMissionMgr::vfunc0
00085a60	GAME_UNIQUE	149	FUN_00085a60
00085cb0	GAME_UNIQUE	21	CMissionMgr::vfunc8
00085cf0	GAME_UNIQUE	92	FUN_00085cf0
00085e60	GAME_UNIQUE	90	FUN_00085e60
00086000	GAME_UNIQUE	25	GetAnimationManager
00086070	GAME_UNIQUE	5	FUN_00086070
00086090	GAME_UNIQUE	14	CMissionMgr::vfunc19
000860d0	GAME_UNIQUE	25	CMissionMgr::vfunc7
00086120	GAME_UNIQUE	61	FUN_00086120
00086200	GAME_UNIQUE	35	FUN_00086200
00086260	GAME_UNIQUE	185	FUN_00086260
00086530	GAME_UNIQUE	11	FUN_00086530
00086560	GAME_UNIQUE	105	CMissionMgr::vfunc17
00086790	GAME_UNIQUE	15	FUN_00086790
000867c0	GAME_UNIQUE	107	FUN_000867c0
000869e0	ENGINE	4	tmpl__AV_CEntityFactory_VCMonsterSpawnerEntity_VCGameEntity_::vfunc2
00086a10	GAME_UNIQUE	154	FUN_00086a10
00086c50	ENGINE	8	tmpl__AV_CEventArgs_VCMonsterSpawnerEntity_VESpawnMonster_VCEntityID_::vfunc0
00086c70	GAME_UNIQUE	327	FUN_00086c70
00087240	ENGINE	33	tmpl__AV_CEntityFactory_VCMonsterSpawnerEntity_VCGameEntity_::vfunc0
000872a0	GAME_UNIQUE	46	FUN_000872a0
00087360	ENGINE	9	CMonsterSpawnerEntity::vfunc1
00087390	GAME_UNIQUE	54	CMoverEntity::vfunc5
00087460	GAME_UNIQUE	65	FUN_00087460
000875a0	ENGINE	9	CMoverEntity::vfunc1
000875d0	GAME_UNIQUE	35	CMoverEntity::vfunc4
00087640	ENGINE	33	tmpl__AV_CEntityFactory_VCMoverEntity_VCPhysicalEntity_::vfunc0
000876a0	GAME_UNIQUE	135	CMoverEntity::vfunc51
000878d0	GAME_UNIQUE	155	FUN_000878d0
00087ab0	XBOX_PLATFORM	387	FUN_00087ab0
00087f90	GAME_UNIQUE	436	CMoverEntity::vfunc71
000885f0	GAME_UNIQUE	43	FUN_000885f0
00088670	GAME_PORTABLE	39	FUN_00088670
000886e0	ENGINE	45	FUN_000886e0
00088740	GAME_PORTABLE	11	FUN_00088740
00088760	GAME_UNIQUE	39	FUN_00088760
000887d0	GAME_UNIQUE	93	FUN_000887d0
000888d0	GAME_UNIQUE	99	FUN_000888d0
00088a40	GAME_UNIQUE	36	FUN_00088a40
00088aa0	GAME_UNIQUE	56	FUN_00088aa0
00088bd0	GAME_UNIQUE	96	FUN_00088bd0
00088d60	GAME_UNIQUE	62	FUN_00088d60
00088f40	ENGINE	27	FUN_00088f40
00088fa0	GAME_UNIQUE	97	FUN_00088fa0
00089230	GAME_UNIQUE	29	FUN_00089230
00089290	GAME_UNIQUE	85	FUN_00089290
00089390	GAME_UNIQUE	18	CMultipart::vfunc5
000893f0	GAME_UNIQUE	12	CMultipart::vfunc15
00089420	GAME_UNIQUE	8	CMultipart::vfunc7
00089440	GAME_UNIQUE	11	CMultipart::vfunc9
00089470	GAME_UNIQUE	17	CMultipart::vfunc11
000894a0	GAME_UNIQUE	7	CMultipart::vfunc12
000894c0	GAME_UNIQUE	7	CMultipart::vfunc13
000894e0	GAME_UNIQUE	8	CMultipart::vfunc14
00089500	GAME_UNIQUE	277	CMultipart::vfunc4
000899f0	GAME_UNIQUE	43	FUN_000899f0
00089a70	GAME_UNIQUE	40	FUN_00089a70
00089b10	ENGINE	27	FUN_00089b10
00089b70	ENGINE	5	FUN_00089b70
00089b80	GAME_UNIQUE	14	FUN_00089b80
00089bc0	ENGINE	9	CMultipart::vfunc0
00089bf0	GAME_UNIQUE	62	FUN_00089bf0
00089cd0	GAME_UNIQUE	54	CMultipart::vfunc2
00089d90	GAME_UNIQUE	64	CMultipart::vfunc10
00089e70	ENGINE	21	FUN_00089e70
00089ec0	GAME_PORTABLE	40	FUN_00089ec0
00089f60	GAME_UNIQUE	24	CMultipart::vfunc3
00089fc0	GAME_UNIQUE	13	FUN_00089fc0
0008a010	ENGINE	6	CMultiplayer::vfunc2
0008a030	GAME_UNIQUE	18	CMultiplayer::vfunc4
0008a060	GAME_UNIQUE	14	CMultiplayer::vfunc5
0008a090	GAME_UNIQUE	18	CMultiplayer::vfunc7
0008a0c0	GAME_UNIQUE	14	CMultiplayer::vfunc6
0008a0f0	GAME_UNIQUE	18	CMultiplayer::vfunc8
0008a120	GAME_UNIQUE	36	CMultiplayer::vfunc13
0008a1a0	GAME_UNIQUE	38	CMultiplayer::vfunc14
0008a210	GAME_UNIQUE	10	CMultiplayer::vfunc11
0008a230	GAME_UNIQUE	42	CMultiplayer::vfunc15
0008a2a0	GAME_UNIQUE	45	CMultiplayer::vfunc16
0008a330	GAME_PORTABLE	7	CMultiplayer::vfunc22
0008a350	GAME_UNIQUE	69	FUN_0008a350
0008a410	GAME_UNIQUE	23	FUN_0008a410
0008a460	GAME_PORTABLE	4	CClient::vfunc2
0008a470	GAME_UNIQUE	22	CMultiplayer::vfunc0
0008a4c0	GAME_PORTABLE	31	CMultiplayer::vfunc17
0008a530	XBOX_PLATFORM	38	FUN_0008a530
0008a5b0	GAME_UNIQUE	22	CMultiplayer::vfunc23
0008a600	GAME_UNIQUE	8	FUN_0008a600
0008a630	GAME_UNIQUE	36	CMultiplayer::vfunc9
0008abb0	XMEN_SERIES	167	CMultiplayer::vfunc18
0008ada0	GAME_UNIQUE	173	CMultiplayer::vfunc19
0008afe0	GAME_UNIQUE	58	FUN_0008afe0
0008b0a0	GAME_UNIQUE	187	CMultiplayer::vfunc24
0008b360	GAME_UNIQUE	617	CMultiplayer::vfunc20
0008bbd0	ENGINE	33	tmpl__AV_CEntityFactory_VCMusicEntity_VCGameEntity_::vfunc0
0008bc30	XBOX_PLATFORM	20	FUN_0008bc30
0008bc90	ENGINE	9	tmpl__AV_CEntityFactory_VCMusicEntity_VCGameEntity_::vfunc6
0008bcd0	ENGINE	5	FUN_0008bcd0
0008bce0	GAME_UNIQUE	7	FUN_0008bce0
0008bd00	GAME_UNIQUE	41	FUN_0008bd00
0008bdc0	GAME_UNIQUE	26	FUN_0008bdc0
0008be30	GAME_UNIQUE	36	FUN_0008be30
0008bed0	GAME_UNIQUE	36	COptions::vfunc1
0008bf60	GAME_UNIQUE	40	COptions::vfunc16
0008bff0	GAME_PORTABLE	8	COptions::vfunc11
0008c030	GAME_UNIQUE	5	COptions::vfunc2
0008c050	GAME_UNIQUE	10	COptions::vfunc3
0008c070	ENGINE	7	COptions::vfunc17
0008c0a0	GAME_PORTABLE	23	COptions::vfunc25
0008c0e0	GAME_PORTABLE	9	COptions::vfunc20
0008c100	XBOX_PLATFORM	9	COptions::vfunc22
0008c120	GAME_PORTABLE	4	COptions::vfunc26
0008c130	GAME_PORTABLE	23	COptions::vfunc23
0008c170	GAME_PORTABLE	4	COptions::vfunc24
0008c180	GAME_PORTABLE	23	COptions::vfunc27
0008c1c0	GAME_UNIQUE	4	COptions::vfunc28
0008c1d0	GAME_PORTABLE	26	COptions::vfunc29
0008c220	GAME_UNIQUE	5	COptions::vfunc30
0008c280	GAME_PORTABLE	20	COptions::vfunc33
0008c2d0	ENGINE	7	COptions::vfunc35
0008c300	GAME_UNIQUE	33	COptions::vfunc37
0008c370	ENGINE	4	COptions::vfunc38
0008c380	GAME_UNIQUE	14	COptions::vfunc10
0008c3b0	GAME_UNIQUE	22	COptions::vfunc13
0008c3f0	GAME_UNIQUE	58	COptions::vfunc19
0008c4b0	GAME_PORTABLE	53	COptions::vfunc21
0008c560	GAME_UNIQUE	20	COptions::vfunc9
0008c5a0	GAME_UNIQUE	27	COptions::vfunc12
0008c5f0	GAME_UNIQUE	11	COptions::vfunc8
0008c620	GAME_UNIQUE	155	FUN_0008c620
0008c820	GAME_UNIQUE	20	COptions::vfunc6
0008c860	GAME_UNIQUE	36	FUN_0008c860
0008c8f0	GAME_UNIQUE	10	FUN_0008c8f0
0008c910	GAME_UNIQUE	10	FUN_0008c910
0008c930	GAME_UNIQUE	22	COptions::vfunc7
0008c980	GAME_UNIQUE	19	FUN_0008c980
0008ca20	GAME_UNIQUE	67	FUN_0008ca20
0008cf10	GAME_UNIQUE	70	COptions::vfunc0
0008d050	ENGINE	11	FUN_0008d050
0008d070	GAME_UNIQUE	11	FUN_0008d070
0008d090	ENGINE	26	FUN_0008d090
0008d0e0	ENGINE	18	FUN_0008d0e0
0008d120	XBOX_PLATFORM	52	FUN_0008d120
0008d1d0	XBOX_PLATFORM	48	FUN_0008d1d0
0008d280	ENGINE	21	FUN_0008d280
0008d2b0	XBOX_PLATFORM	23	FUN_0008d2b0
0008d310	XBOX_PLATFORM	20	FUN_0008d310
0008d370	XBOX_PLATFORM	48	FUN_0008d370
0008d450	XBOX_PLATFORM	22	FUN_0008d450
0008d490	GAME_UNIQUE	89	FUN_0008d490
0008d620	GAME_UNIQUE	40	FUN_0008d620
0008d6d0	ENGINE	50	CPath::vfunc8
0008d750	GAME_UNIQUE	288	FUN_0008d750
0008daf0	GAME_UNIQUE	156	CPathGrid::vfunc9
0008dd20	GAME_UNIQUE	90	CPathGrid::vfunc10
0008de20	GAME_UNIQUE	146	CPathGrid::vfunc12
0008dfe0	GAME_UNIQUE	90	CPathGrid::vfunc11
0008e0f0	ENGINE	11	FUN_0008e0f0
0008e120	XBOX_PLATFORM	28	CPath::vfunc9
0008e1b0	ENGINE	5	FUN_0008e1b0
0008e1c0	ENGINE	5	FUN_0008e1c0
0008e1d0	ENGINE	27	FUN_0008e1d0
0008e230	ENGINE	5	FUN_0008e230
0008e240	ENGINE	5	FUN_0008e240
0008e250	XBOX_PLATFORM	16	FUN_0008e250
0008e280	ENGINE	159	FUN_0008e280
0008e450	ENGINE	48	FUN_0008e450
0008e4d0	ENGINE	77	FUN_0008e4d0
0008e5c0	ENGINE	5	FUN_0008e5c0
0008e5d0	GAME_UNIQUE	54	FUN_0008e5d0
0008e6b0	GAME_UNIQUE	475	CPathGrid::vfunc0
0008ef10	ENGINE	32	FUN_0008ef10
0008ef60	ENGINE	27	FUN_0008ef60
0008f040	GAME_UNIQUE	10	FUN_0008f040
0008f0c0	ENGINE	5	CPath::vfunc4
0008f0d0	ENGINE	5	CPath::vfunc5
0008f0e0	GAME_UNIQUE	12	CPathGrid::vfunc14
0008f130	GAME_UNIQUE	12	FUN_0008f130
0008f180	GAME_PORTABLE	48	FUN_0008f180
0008f230	GAME_UNIQUE	22	CPath::vfunc10
0008f280	GAME_PORTABLE	42	CPath::vfunc6
0008f310	GAME_UNIQUE	4	CPathGrid::vfunc13
0008f330	GAME_UNIQUE	46	CPathGrid::vfunc15
0008f360	GAME_UNIQUE	198	FUN_0008f360
0008f610	GAME_UNIQUE	42	FUN_0008f610
0008f690	GAME_UNIQUE	13	FUN_0008f690
0008f6c0	GAME_UNIQUE	13	FUN_0008f6c0
0008f6f0	GAME_UNIQUE	152	CPathGrid::vfunc1
0008f910	GAME_UNIQUE	34	CPathGrid::vfunc8
0008f980	GAME_UNIQUE	114	FUN_0008f980
0008fad0	XBOX_PLATFORM	56	CPathGrid::vfunc5
0008fbc0	XBOX_PLATFORM	36	CPathGrid::vfunc4
0008fc40	GAME_UNIQUE	308	FUN_0008fc40
0008ffb0	ENGINE	32	CPathGrid::vfunc2
00090010	GAME_UNIQUE	25	FUN_00090010
00090060	GAME_UNIQUE	97	CPathGrid::vfunc3
00090180	GAME_UNIQUE	125	FUN_00090180
00090350	XBOX_PLATFORM	160	FUN_00090350
00090590	ENGINE	74	CPath::vfunc7
00090670	ENGINE	6	FUN_00090670
00090690	GAME_UNIQUE	5	FUN_00090690
000906b0	GAME_UNIQUE	346	FUN_000906b0
00090c50	GAME_UNIQUE	147	CPath::vfunc0
00090e50	GAME_UNIQUE	17	FUN_00090e50
00090ea0	ENGINE	19	FUN_00090ea0
00090ee0	GAME_UNIQUE	24	FUN_00090ee0
00090f50	GAME_PORTABLE	24	tmpl__AV_COnlyOneEvent_VCActor_VEFirstEquipment_::vfunc79
00090fb0	GAME_UNIQUE	15	FUN_00090fb0
00090fe0	GAME_UNIQUE	10	FUN_00090fe0
00091000	GAME_UNIQUE	24	tmpl__AV_COnlyOneEvent_VCActor_VEFirstEquipment_::vfunc23
00091040	GAME_UNIQUE	35	tmpl__AV_COnlyOneEvent_VCActor_VEFirstEquipment_::vfunc120
000910c0	GAME_UNIQUE	15	tmpl__AV_COnlyOneEvent_VCActor_VEFirstEquipment_::vfunc130
00091100	GAME_PORTABLE	25	tmpl__AV_COnlyOneEvent_VCActor_VEFirstEquipment_::vfunc63
00091160	GAME_UNIQUE	18	tmpl__AV_COnlyOneEvent_VCActor_VEFirstEquipment_::vfunc59
00091190	GAME_UNIQUE	26	FUN_00091190
00091200	ENGINE	11	tmpl__AV_COnlyOneEvent_VCPhysicalEntity_VERecover_::vfunc0
00091240	GAME_UNIQUE	24	FUN_00091240
00091280	GAME_UNIQUE	19	tmpl__AV_COnlyOneEvent_VCActor_VEFirstEquipment_::vfunc24
000912b0	GAME_UNIQUE	67	tmpl__AV_COnlyOneEvent_VCActor_VEFirstEquipment_::vfunc126
00091380	GAME_UNIQUE	26	tmpl__AV_COnlyOneEvent_VCActor_VEFirstEquipment_::vfunc122
000913e0	GAME_PORTABLE	80	FUN_000913e0
000914c0	GAME_UNIQUE	48	tmpl__AV_COnlyOneEvent_VCActor_VEFirstEquipment_::vfunc73
00091560	GAME_UNIQUE	609	tmpl__AV_COnlyOneEvent_VCActor_VEFirstEquipment_::vfunc91
00091ee0	GAME_UNIQUE	134	tmpl__AV_COnlyOneEvent_VCActor_VEFirstEquipment_::vfunc71
000920c0	GAME_UNIQUE	63	FUN_000920c0
00092190	ENGINE	10	tmpl__AV_COnlyOneEvent_VCPhysicalEntity_VERecover_::vfunc13
000921c0	ENGINE	27	FUN_000921c0
00092220	GAME_UNIQUE	487	tmpl__AV_COnlyOneEvent_VCActor_VEFirstEquipment_::vfunc62
00092c20	GAME_UNIQUE	340	CScanEntity::vfunc128
