addr	bucket	code_units	status	name
000e3ef0	GAME_UNIQUE	41	named	CCombatNodeEvent::vfunc3
000eafc0	GAME_UNIQUE	41	UNNAMED	FUN_000eafc0
000eb1b0	GAME_UNIQUE	41	UNNAMED	FUN_000eb1b0
00117c30	GAME_UNIQUE	41	named	CInput::vfunc2
00125aa0	GAME_UNIQUE	41	UNNAMED	FUN_00125aa0
001273d0	GAME_UNIQUE	41	UNNAMED	FUN_001273d0
00132fc0	GAME_UNIQUE	41	UNNAMED	FUN_00132fc0
00133090	GAME_UNIQUE	41	UNNAMED	FUN_00133090
00133f40	GAME_UNIQUE	41	UNNAMED	FUN_00133f40
00133fd0	GAME_UNIQUE	41	UNNAMED	FUN_00133fd0
00134060	GAME_UNIQUE	41	UNNAMED	FUN_00134060
001340f0	GAME_UNIQUE	41	UNNAMED	FUN_001340f0
00134180	GAME_UNIQUE	41	UNNAMED	FUN_00134180
00134210	GAME_UNIQUE	41	UNNAMED	FUN_00134210
001342a0	GAME_UNIQUE	41	UNNAMED	FUN_001342a0
00134330	GAME_UNIQUE	41	UNNAMED	FUN_00134330
001343c0	GAME_UNIQUE	41	UNNAMED	FUN_001343c0
00134450	GAME_UNIQUE	41	UNNAMED	FUN_00134450
001344e0	GAME_UNIQUE	41	UNNAMED	FUN_001344e0
00134570	GAME_UNIQUE	41	UNNAMED	FUN_00134570
00134600	GAME_UNIQUE	41	UNNAMED	FUN_00134600
00134690	GAME_UNIQUE	41	UNNAMED	FUN_00134690
00134720	GAME_UNIQUE	41	UNNAMED	FUN_00134720
0014ab40	XMEN_SERIES	41	UNNAMED	FUN_0014ab40
0014ed30	GAME_UNIQUE	41	UNNAMED	FUN_0014ed30
0014f340	GAME_UNIQUE	41	UNNAMED	FUN_0014f340
001503c0	GAME_PORTABLE	41	named	tmpl__AV_tree_base_U_value_semantics_node_USFileRecord_CSoundSystem_0BCC_Vtree_node_ratl_storage_ratl::vfunc103
00154710	XMEN_SERIES	41	UNNAMED	FUN_00154710
00161300	GAME_UNIQUE	41	UNNAMED	FUN_00161300
0016d290	GAME_UNIQUE	41	UNNAMED	FUN_0016d290
0016f250	GAME_UNIQUE	41	UNNAMED	FUN_0016f250
00178d80	GAME_UNIQUE	41	UNNAMED	FUN_00178d80
0017a1d0	GAME_UNIQUE	41	named	CMenuItemListBox::vfunc44
001831e0	GAME_PORTABLE	41	named	tmpl__AV_tree_base_U_value_semantics_node_V_handle_str_01_00Vtree_node_ratl_storage_ratl_ratl_::vfunc84
00184040	GAME_UNIQUE	41	named	tmpl__AV_tree_base_U_value_semantics_node_V_handle_str_01_00Vtree_node_ratl_storage_ratl_ratl_::vfunc46
00185400	GAME_UNIQUE	41	named	CMenuTrivia::vfunc4
0019b6e0	XMEN_SERIES	41	UNNAMED	FUN_0019b6e0
00205c00	GAME_UNIQUE	41	UNNAMED	FUN_00205c00
002249f0	GAME_UNIQUE	41	UNNAMED	FUN_002249f0
0035d160	XMEN_SERIES	41	named	D3D8__D3DDevice_SetVertexShaderConstant4
0035d450	GAME_UNIQUE	41	named	D3D8__D3DDevice_SelectVertexShader
00012130	GAME_UNIQUE	40	named	Ray_GetPoint
00012cd0	GAME_UNIQUE	40	named	BoundingVolume_Init
00027380	GAME_UNIQUE	40	UNNAMED	FUN_00027380
0002c3c0	GAME_UNIQUE	40	UNNAMED	FUN_0002c3c0
0002ef80	GAME_UNIQUE	40	named	CActor::vfunc3
00036a80	GAME_UNIQUE	40	UNNAMED	FUN_00036a80
00038400	GAME_UNIQUE	40	UNNAMED	FUN_00038400
000487f0	GAME_UNIQUE	40	UNNAMED	FUN_000487f0
0004a390	GAME_UNIQUE	40	UNNAMED	FUN_0004a390
00052c10	GAME_UNIQUE	40	UNNAMED	FUN_00052c10
00055920	GAME_UNIQUE	40	UNNAMED	FUN_00055920
00055a90	GAME_UNIQUE	40	named	tmpl__AV_map_vs_V_handle_str_0A_E_0PP_ratl_::vfunc21
00055e30	GAME_UNIQUE	40	UNNAMED	FUN_00055e30
0005d540	GAME_UNIQUE	40	UNNAMED	FUN_0005d540
00066d00	GAME_UNIQUE	40	UNNAMED	FUN_00066d00
0006eb60	GAME_PORTABLE	40	UNNAMED	FUN_0006eb60
0006f430	GAME_UNIQUE	40	named	CGame::vfunc59
00077b40	GAME_UNIQUE	40	named	tmpl__AV_COnlyOneEvent_VCActor_VEFirstEquipment_::vfunc103
0007a100	GAME_UNIQUE	40	UNNAMED	FUN_0007a100
0007fe50	GAME_UNIQUE	40	UNNAMED	FUN_0007fe50
00084520	GAME_UNIQUE	40	UNNAMED	FUN_00084520
00089a70	GAME_UNIQUE	40	UNNAMED	FUN_00089a70
00089ec0	GAME_PORTABLE	40	UNNAMED	FUN_00089ec0
0008bf60	GAME_UNIQUE	40	named	COptions::vfunc16
0008d620	GAME_UNIQUE	40	UNNAMED	FUN_0008d620
00095330	GAME_UNIQUE	40	UNNAMED	FUN_00095330
00096870	GAME_UNIQUE	40	UNNAMED	FUN_00096870
0009c260	GAME_UNIQUE	40	UNNAMED	FUN_0009c260
000a1590	GAME_UNIQUE	40	named	CStaticQuery::vfunc5
000aa810	GAME_UNIQUE	40	UNNAMED	FUN_000aa810
000b14c0	GAME_UNIQUE	40	UNNAMED	FUN_000b14c0
000b18b0	GAME_UNIQUE	40	UNNAMED	FUN_000b18b0
000b4000	GAME_UNIQUE	40	UNNAMED	FUN_000b4000
000b9a20	GAME_UNIQUE	40	named	CWeaponInfo::vfunc17
000bd0d0	GAME_PORTABLE	40	UNNAMED	FUN_000bd0d0
000bf8a0	GAME_UNIQUE	40	UNNAMED	FUN_000bf8a0
000d8e50	GAME_UNIQUE	40	named	CCEAtkTeleport::vfunc460
000de880	GAME_UNIQUE	40	named	CCHTeleJump::vfunc506
000dee40	GAME_UNIQUE	40	named	CCombatNodeHandler::vfunc363
000df2a0	GAME_PORTABLE	40	named	CCombatNodeHandler::vfunc159
000e5170	GAME_PORTABLE	40	named	CCEAtkTeleport::vfunc242
000e5230	GAME_UNIQUE	40	named	CCEAtkTeleport::vfunc253
000e5e80	GAME_UNIQUE	40	UNNAMED	FUN_000e5e80
000ea940	GAME_UNIQUE	40	UNNAMED	FUN_000ea940
000eb950	XMEN_SERIES	40	UNNAMED	FUN_000eb950
000f6760	GAME_UNIQUE	40	UNNAMED	FUN_000f6760
000f6800	GAME_UNIQUE	40	UNNAMED	FUN_000f6800
000f6cd0	GAME_PORTABLE	40	UNNAMED	FUN_000f6cd0
000f6d70	GAME_PORTABLE	40	UNNAMED	FUN_000f6d70
000f7d80	GAME_UNIQUE	40	UNNAMED	FUN_000f7d80
000f7ee0	GAME_PORTABLE	40	UNNAMED	FUN_000f7ee0
000f8090	GAME_PORTABLE	40	UNNAMED	FUN_000f8090
000fa590	GAME_UNIQUE	40	UNNAMED	FUN_000fa590
00103300	GAME_UNIQUE	40	UNNAMED	FUN_00103300
00117ab0	GAME_UNIQUE	40	named	CInput::vfunc14
0012f3a0	GAME_UNIQUE	40	named	ICollideHull::vfunc7
00134b10	GAME_UNIQUE	40	UNNAMED	FUN_00134b10
00135fb0	GAME_UNIQUE	40	UNNAMED	FUN_00135fb0
001361b0	GAME_UNIQUE	40	UNNAMED	FUN_001361b0
00136240	GAME_UNIQUE	40	UNNAMED	FUN_00136240
00136350	GAME_UNIQUE	40	UNNAMED	FUN_00136350
00136510	GAME_UNIQUE	40	UNNAMED	FUN_00136510
00137840	GAME_PORTABLE	40	UNNAMED	FUN_00137840
00138177	GAME_UNIQUE	40	UNNAMED	FUN_00138177
0013cd20	GAME_PORTABLE	40	UNNAMED	FUN_0013cd20
00144910	GAME_UNIQUE	40	named	IPlayfield::vfunc31
00144980	GAME_UNIQUE	40	UNNAMED	FUN_00144980
001454d0	GAME_PORTABLE	40	UNNAMED	FUN_001454d0
001489d0	GAME_UNIQUE	40	UNNAMED	FUN_001489d0
001493c0	GAME_PORTABLE	40	UNNAMED	FUN_001493c0
0014d400	XMEN_SERIES	40	UNNAMED	FUN_0014d400
0014fd30	GAME_UNIQUE	40	named	tmpl__AV_tree_base_U_value_semantics_node_USFileRecord_CSoundSystem_0BCC_Vtree_node_ratl_storage_ratl::vfunc84
0015e8e0	GAME_UNIQUE	40	UNNAMED	FUN_0015e8e0
0015f1b0	GAME_UNIQUE	40	named	CHudInputMap::vfunc0
001646f0	GAME_UNIQUE	40	UNNAMED	FUN_001646f0
00165490	GAME_UNIQUE	40	UNNAMED	FUN_00165490
00165510	GAME_UNIQUE	40	UNNAMED	FUN_00165510
00165930	GAME_UNIQUE	40	UNNAMED	FUN_00165930
00166a80	GAME_UNIQUE	40	UNNAMED	FUN_00166a80
00176ad0	GAME_UNIQUE	40	UNNAMED	FUN_00176ad0
00177360	GAME_UNIQUE	40	UNNAMED	FUN_00177360
0017c7b0	GAME_UNIQUE	40	named	CMenuItemShop::vfunc16
00189410	GAME_UNIQUE	40	UNNAMED	FUN_00189410
0018c8d0	GAME_PORTABLE	40	UNNAMED	FUN_0018c8d0
0018ec10	GAME_UNIQUE	40	UNNAMED	FUN_0018ec10
001a1e95	GAME_UNIQUE	40	UNNAMED	FUN_001a1e95
001ed8b0	GAME_UNIQUE	40	UNNAMED	FUN_001ed8b0
00275a30	GAME_UNIQUE	40	UNNAMED	FUN_00275a30
0027b930	GAME_UNIQUE	40	UNNAMED	FUN_0027b930
002964b0	GAME_UNIQUE	40	UNNAMED	FUN_002964b0
003215f0	GAME_UNIQUE	40	UNNAMED	FUN_003215f0
0033b850	GAME_UNIQUE	40	UNNAMED	FUN_0033b850
0035e460	GAME_UNIQUE	40	UNNAMED	FUN_0035e460
003bafab	GAME_UNIQUE	40	UNNAMED	FUN_003bafab
003c2bd1	GAME_UNIQUE	40	UNNAMED	FUN_003c2bd1
00016260	GAME_UNIQUE	39	named	PoolManager128_AllocateAndRegisterHeap
0001d320	GAME_UNIQUE	39	named	CFxSpritePrimitive::vfunc55
00025c10	GAME_UNIQUE	39	UNNAMED	FUN_00025c10
00027160	GAME_UNIQUE	39	UNNAMED	FUN_00027160
0005eb10	GAME_UNIQUE	39	UNNAMED	FUN_0005eb10
0005fd60	GAME_UNIQUE	39	UNNAMED	FUN_0005fd60
00066b60	GAME_UNIQUE	39	UNNAMED	FUN_00066b60
000682c0	GAME_UNIQUE	39	named	IEntityAllocator::vfunc9
00069a20	GAME_PORTABLE	39	UNNAMED	FUN_00069a20
0006a860	GAME_PORTABLE	39	UNNAMED	FUN_0006a860
0006e240	GAME_UNIQUE	39	UNNAMED	FUN_0006e240
00088670	GAME_PORTABLE	39	UNNAMED	FUN_00088670
00088760	GAME_UNIQUE	39	UNNAMED	FUN_00088760
00094360	GAME_PORTABLE	39	UNNAMED	FUN_00094360
0009c890	GAME_UNIQUE	39	UNNAMED	FUN_0009c890
000a3d60	GAME_UNIQUE	39	UNNAMED	FUN_000a3d60
000a8040	GAME_UNIQUE	39	UNNAMED	FUN_000a8040
000b49e0	GAME_UNIQUE	39	named	CTalentSystem::vfunc1
000b88c0	XMEN_SERIES	39	named	CWaterEntity::vfunc96
000bf0b0	GAME_UNIQUE	39	UNNAMED	FUN_000bf0b0
000bfce0	GAME_PORTABLE	39	UNNAMED	FUN_000bfce0
000c0d00	GAME_UNIQUE	39	UNNAMED	FUN_000c0d00
000c1210	GAME_UNIQUE	39	UNNAMED	FUN_000c1210
000ca280	GAME_UNIQUE	39	UNNAMED	FUN_000ca280
000cacd0	GAME_UNIQUE	39	UNNAMED	FUN_000cacd0
000cfc80	GAME_PORTABLE	39	named	CCEAtk::vfunc6
000d0b70	GAME_UNIQUE	39	named	CCEAtkSpawnProjectile::vfunc65
000df5b0	GAME_UNIQUE	39	named	CCHJumpLiftAttack::vfunc509
000e50e0	GAME_UNIQUE	39	UNNAMED	FUN_000e50e0
000f4820	GAME_UNIQUE	39	named	CAIPattern::vfunc14
000f9c60	GAME_PORTABLE	39	UNNAMED	FUN_000f9c60
00103f10	GAME_UNIQUE	39	UNNAMED	FUN_00103f10
0010fa40	GAME_UNIQUE	39	UNNAMED	FUN_0010fa40
00117b80	GAME_UNIQUE	39	named	CInput::vfunc17
0011b2b0	GAME_UNIQUE	39	UNNAMED	FUN_0011b2b0
001246f0	GAME_UNIQUE	39	named	tmpl__AV_tree_base_U_value_semantics_node_V_string_vs_0BAA_ratl_04Vtree_node_2_storage_ratl_ratl_::vfunc21
00126c60	GAME_UNIQUE	39	UNNAMED	FUN_00126c60
0012cc00	GAME_UNIQUE	39	UNNAMED	FUN_0012cc00
00135eb0	GAME_UNIQUE	39	UNNAMED	FUN_00135eb0
001396d0	GAME_UNIQUE	39	UNNAMED	FUN_001396d0
0013ed40	GAME_UNIQUE	39	named	tmpl__AV_tree_base_U_value_semantics_node_V_string_vs_0BAA_ratl_00Vtree_node_2_storage_ratl_ratl_::vfunc14
0014aad0	GAME_UNIQUE	39	UNNAMED	FUN_0014aad0
0014d7c0	XMEN_SERIES	39	UNNAMED	FUN_0014d7c0
0014ee80	GAME_PORTABLE	39	UNNAMED	FUN_0014ee80
00162430	GAME_UNIQUE	39	named	CMenu::vfunc9
0017a140	GAME_UNIQUE	39	UNNAMED	FUN_0017a140
001e7b50	XMEN_SERIES	39	UNNAMED	FUN_001e7b50
0022f180	GAME_UNIQUE	39	UNNAMED	FUN_0022f180
002699a0	GAME_UNIQUE	39	UNNAMED	FUN_002699a0
003089a0	GAME_UNIQUE	39	UNNAMED	FUN_003089a0
003254e0	GAME_UNIQUE	39	UNNAMED	FUN_003254e0
003ac330	GAME_UNIQUE	39	UNNAMED	FUN_003ac330
003c347f	GAME_UNIQUE	39	UNNAMED	FUN_003c347f
00013be0	GAME_UNIQUE	38	named	SpatialTransform_Set
00014030	GAME_UNIQUE	38	named	SpatialNode_InitArray16
00022ff0	GAME_UNIQUE	38	named	CFxDLightPrimitive::vfunc0
000237e0	GAME_UNIQUE	38	UNNAMED	FUN_000237e0
00025740	GAME_UNIQUE	38	UNNAMED	FUN_00025740
00025dc0	GAME_UNIQUE	38	UNNAMED	FUN_00025dc0
00029130	GAME_UNIQUE	38	UNNAMED	FUN_00029130
00029920	GAME_UNIQUE	38	UNNAMED	FUN_00029920
0002e900	GAME_UNIQUE	38	UNNAMED	FUN_0002e900
000334e0	GAME_UNIQUE	38	named	tmpl__AV_COnlyOneEvent_VCActor_VEFirstEquipment_::vfunc107
00034630	GAME_UNIQUE	38	UNNAMED	FUN_00034630
00038480	GAME_UNIQUE	38	UNNAMED	FUN_00038480
00039830	GAME_UNIQUE	38	named	CActor::vfunc41
00047e10	GAME_UNIQUE	38	UNNAMED	FUN_00047e10
0004b570	GAME_UNIQUE	38	named	CCamera::vfunc35
0007a860	GAME_PORTABLE	38	named	CSoundDebounce::vfunc5
0008a1a0	GAME_UNIQUE	38	named	CMultiplayer::vfunc14
00094e90	GAME_UNIQUE	38	UNNAMED	FUN_00094e90
00096600	GAME_UNIQUE	38	UNNAMED	FUN_00096600
000995d0	GAME_UNIQUE	38	UNNAMED	FUN_000995d0
000b6160	GAME_UNIQUE	38	UNNAMED	FUN_000b6160
000bb2a0	GAME_UNIQUE	38	UNNAMED	FUN_000bb2a0
000bca90	GAME_UNIQUE	38	named	CWeapons::vfunc4
000c7f90	GAME_PORTABLE	38	UNNAMED	FUN_000c7f90
000cab20	GAME_UNIQUE	38	UNNAMED	FUN_000cab20
000cc7b0	GAME_UNIQUE	38	UNNAMED	FUN_000cc7b0
000d1890	GAME_UNIQUE	38	UNNAMED	FUN_000d1890
000d91e0	GAME_UNIQUE	38	named	CCombatNodeHandler::vfunc10
000da750	GAME_UNIQUE	38	named	CCombatNodeHandler::vfunc203
000dc8a0	GAME_UNIQUE	38	named	CCombatNodeHandler::vfunc263
000ddcf0	GAME_UNIQUE	38	UNNAMED	FUN_000ddcf0
000e0e50	GAME_UNIQUE	38	named	CCombatNodeHandler::vfunc313
000e99f0	GAME_UNIQUE	38	named	tmpl__AV_tree_base_U_value_semantics_node_V_handle_str_02_0BH_Vtree_node_ratl_storage_ratl_ratl_::vfunc20
000edde0	GAME_UNIQUE	38	named	CAIStandardAttackHandler::vfunc14
000f79f0	GAME_UNIQUE	38	named	CAI::vfunc138
000fce20	GAME_UNIQUE	38	UNNAMED	FUN_000fce20
000fda70	GAME_UNIQUE	38	UNNAMED	FUN_000fda70
000fddd0	GAME_UNIQUE	38	UNNAMED	FUN_000fddd0
00106ce0	GAME_UNIQUE	38	UNNAMED	FUN_00106ce0
0011e3f0	GAME_UNIQUE	38	named	IMemory::vfunc52
00121040	GAME_UNIQUE	38	UNNAMED	FUN_00121040
00121980	GAME_UNIQUE	38	UNNAMED	FUN_00121980
001236c0	GAME_UNIQUE	38	UNNAMED	FUN_001236c0
00124670	GAME_UNIQUE	38	named	tmpl__AV_tree_base_U_value_semantics_node_V_string_vs_0BAA_ratl_04Vtree_node_2_storage_ratl_ratl_::vfunc26
001360b0	GAME_UNIQUE	38	UNNAMED	FUN_001360b0
0013e9c0	GAME_UNIQUE	38	UNNAMED	FUN_0013e9c0
0013eee0	GAME_PORTABLE	38	UNNAMED	FUN_0013eee0
00142340	GAME_UNIQUE	38	UNNAMED	FUN_00142340
001423e0	GAME_UNIQUE	38	UNNAMED	FUN_001423e0
00142480	GAME_UNIQUE	38	UNNAMED	FUN_00142480
00142520	GAME_UNIQUE	38	UNNAMED	FUN_00142520
001425c0	GAME_UNIQUE	38	UNNAMED	FUN_001425c0
00142660	GAME_UNIQUE	38	UNNAMED	FUN_00142660
0014ff40	GAME_UNIQUE	38	named	tmpl__AV_tree_base_U_value_semantics_node_USFileRecord_CSoundSystem_0BCC_Vtree_node_ratl_storage_ratl::vfunc95
00150520	GAME_UNIQUE	38	named	tmpl__AV_tree_base_U_value_semantics_node_USFileRecord_CSoundSystem_0BCC_Vtree_node_ratl_storage_ratl::vfunc87
00160fe0	GAME_UNIQUE	38	UNNAMED	FUN_00160fe0
0016dd60	GAME_UNIQUE	38	UNNAMED	FUN_0016dd60
00174bb0	GAME_UNIQUE	38	UNNAMED	FUN_00174bb0
00174c10	GAME_UNIQUE	38	UNNAMED	FUN_00174c10
00174c70	GAME_UNIQUE	38	UNNAMED	FUN_00174c70
0017d7d0	GAME_UNIQUE	38	UNNAMED	FUN_0017d7d0
0018c840	GAME_UNIQUE	38	UNNAMED	FUN_0018c840
001d2640	XMEN_SERIES	38	UNNAMED	FUN_001d2640
00264490	GAME_UNIQUE	38	UNNAMED	FUN_00264490
00275210	GAME_UNIQUE	38	UNNAMED	FUN_00275210
002932e0	GAME_UNIQUE	38	UNNAMED	FUN_002932e0
00306800	XMEN_SERIES	38	UNNAMED	FUN_00306800
003aa983	GAME_UNIQUE	38	UNNAMED	FUN_003aa983
003bb5db	GAME_UNIQUE	38	UNNAMED	FUN_003bb5db
00012430	GAME_PORTABLE	37	named	StringHash_Lookup
0001d6a0	GAME_PORTABLE	37	named	CFxPrimitiveBase::vfunc4
00025840	GAME_UNIQUE	37	UNNAMED	FUN_00025840
0002edd0	GAME_UNIQUE	37	named	CActor::vfunc120
0004c550	GAME_UNIQUE	37	named	CCamera::vfunc24
0006cc80	GAME_UNIQUE	37	UNNAMED	FUN_0006cc80
00075b20	GAME_UNIQUE	37	UNNAMED	FUN_00075b20
00080c00	GAME_UNIQUE	37	UNNAMED	FUN_00080c00
0009b0c0	GAME_UNIQUE	37	UNNAMED	FUN_0009b0c0
0009b140	GAME_UNIQUE	37	UNNAMED	FUN_0009b140
0009b1c0	GAME_UNIQUE	37	UNNAMED	FUN_0009b1c0
0009b540	GAME_UNIQUE	37	UNNAMED	FUN_0009b540
0009ea80	GAME_UNIQUE	37	UNNAMED	FUN_0009ea80
0009eef0	GAME_UNIQUE	37	UNNAMED	FUN_0009eef0
0009ef70	GAME_UNIQUE	37	UNNAMED	FUN_0009ef70
000aa700	GAME_UNIQUE	37	UNNAMED	FUN_000aa700
000b5200	GAME_UNIQUE	37	UNNAMED	FUN_000b5200
000b58a0	GAME_UNIQUE	37	UNNAMED	FUN_000b58a0
000be880	GAME_UNIQUE	37	UNNAMED	FUN_000be880
000d6ec0	GAME_UNIQUE	37	named	CCEAtkTeleport::vfunc248
000deed0	GAME_UNIQUE	37	named	CCHJump::vfunc509
000ed270	GAME_UNIQUE	37	UNNAMED	FUN_000ed270
000f22d0	GAME_UNIQUE	37	named	CAIShadesNoWingAttackHandler::vfunc28
000f25a0	GAME_UNIQUE	37	UNNAMED	FUN_000f25a0
000fdb20	GAME_UNIQUE	37	UNNAMED	FUN_000fdb20
00101630	GAME_UNIQUE	37	UNNAMED	FUN_00101630
0010f8a0	GAME_UNIQUE	37	UNNAMED	FUN_0010f8a0
00123400	GAME_PORTABLE	37	UNNAMED	FUN_00123400
00125e80	GAME_UNIQUE	37	UNNAMED	FUN_00125e80
0012c6d0	GAME_UNIQUE	37	UNNAMED	FUN_0012c6d0
0012e770	GAME_UNIQUE	37	UNNAMED	FUN_0012e770
0012ee80	GAME_UNIQUE	37	UNNAMED	FUN_0012ee80
00135360	GAME_UNIQUE	37	named	IModelComponent::vfunc65
00135610	GAME_UNIQUE	37	UNNAMED	FUN_00135610
00135dc0	GAME_PORTABLE	37	UNNAMED	FUN_00135dc0
001370b0	GAME_PORTABLE	37	UNNAMED	FUN_001370b0
001371a0	GAME_PORTABLE	37	UNNAMED	FUN_001371a0
00137220	GAME_UNIQUE	37	UNNAMED	FUN_00137220
001372b0	GAME_PORTABLE	37	UNNAMED	FUN_001372b0
00139730	GAME_UNIQUE	37	UNNAMED	FUN_00139730
0013bd20	GAME_UNIQUE	37	named	CModelParticleCloud::vfunc10
00147bf0	GAME_UNIQUE	37	UNNAMED	FUN_00147bf0
001538c0	GAME_UNIQUE	37	UNNAMED	FUN_001538c0
001554a0	GAME_UNIQUE	37	UNNAMED	FUN_001554a0
0015a950	GAME_PORTABLE	37	UNNAMED	FUN_0015a950
001633c0	GAME_UNIQUE	37	UNNAMED	FUN_001633c0
00165850	GAME_UNIQUE	37	UNNAMED	FUN_00165850
0016ae80	GAME_UNIQUE	37	UNNAMED	FUN_0016ae80
00178ce0	GAME_UNIQUE	37	UNNAMED	FUN_00178ce0
0017fa90	GAME_UNIQUE	37	named	CMenuPersonal::vfunc13
00182740	GAME_UNIQUE	37	UNNAMED	FUN_00182740
00185380	GAME_UNIQUE	37	UNNAMED	FUN_00185380
0018fa90	GAME_UNIQUE	37	UNNAMED	FUN_0018fa90
0020ea00	GAME_UNIQUE	37	UNNAMED	FUN_0020ea00
0021f190	GAME_UNIQUE	37	UNNAMED	FUN_0021f190
0024a260	GAME_UNIQUE	37	UNNAMED	FUN_0024a260
002573b0	GAME_UNIQUE	37	UNNAMED	FUN_002573b0
002588c0	GAME_UNIQUE	37	UNNAMED	FUN_002588c0
00345258	XMEN_SERIES	37	UNNAMED	FUN_00345258
003465a6	GAME_UNIQUE	37	UNNAMED	FUN_003465a6
0035eb50	GAME_UNIQUE	37	named	D3D8__D3DDevice_SetRenderState_ZEnable
00015910	GAME_UNIQUE	36	named	SpatialPool_AllocAndConstruct_BaseNode_588
00015a30	GAME_UNIQUE	36	named	SpatialPool_AllocAndConstruct_VariantNodeC_588
000236c0	GAME_UNIQUE	36	UNNAMED	FUN_000236c0
0002ef10	GAME_UNIQUE	36	UNNAMED	FUN_0002ef10
00033170	GAME_UNIQUE	36	UNNAMED	FUN_00033170
00033580	GAME_UNIQUE	36	named	tmpl__AV_COnlyOneEvent_VCActor_VEFirstEquipment_::vfunc106
00036d60	GAME_UNIQUE	36	named	tmpl__AV_tree_base_U_value_semantics_node_V_handle_str_0A_0NG_Vtree_node_ratl_storage_ratl_ratl_::vfunc4
00043f20	GAME_UNIQUE	36	UNNAMED	FUN_00043f20
00048ce0	GAME_UNIQUE	36	UNNAMED	FUN_00048ce0
00056100	GAME_UNIQUE	36	named	tmpl__AV_tree_base_U_value_semantics_node_V_handle_str_0A_0PP_Vtree_node_ratl_storage_ratl_ratl_::vfunc4
000688b0	GAME_PORTABLE	36	named	IEntityDefinitions::vfunc16
0006a270	GAME_PORTABLE	36	named	tmpl__AV_tree_base_U_value_semantics_node_V_handle_str_02_0BJ_Vtree_node_ratl_storage_ratl_ratl_::vfunc4
00079910	XMEN_SERIES	36	UNNAMED	FUN_00079910
0007fdd0	GAME_UNIQUE	36	UNNAMED	FUN_0007fdd0
00083a80	GAME_UNIQUE	36	UNNAMED	FUN_00083a80
00083b40	GAME_UNIQUE	36	named	tmpl__AV_tree_base_U_value_semantics_node_V_handle_str_0A_0BC_Vtree_node_ratl_storage_ratl_ratl_::vfunc4
00088a40	GAME_UNIQUE	36	UNNAMED	FUN_00088a40
0008a120	GAME_UNIQUE	36	named	CMultiplayer::vfunc13
0008a630	GAME_UNIQUE	36	named	CMultiplayer::vfunc9
0008be30	GAME_UNIQUE	36	UNNAMED	FUN_0008be30
0008bed0	GAME_UNIQUE	36	named	COptions::vfunc1
0008c860	GAME_UNIQUE	36	UNNAMED	FUN_0008c860
00096960	GAME_UNIQUE	36	UNNAMED	FUN_00096960
0009ee20	GAME_UNIQUE	36	UNNAMED	FUN_0009ee20
000a12e0	GAME_UNIQUE	36	UNNAMED	FUN_000a12e0
000a2260	GAME_UNIQUE	36	named	CStaticQuery::vfunc17
000a3650	GAME_UNIQUE	36	named	CRequirements::vfunc0
000b13e0	GAME_UNIQUE	36	UNNAMED	FUN_000b13e0
000b2f10	GAME_UNIQUE	36	named	tmpl__AV_tree_base_U_value_semantics_node_G_0CBG_Vtree_node_ratl_storage_ratl_ratl_::vfunc4
000b7dd0	GAME_UNIQUE	36	named	tmpl__AV_tree_base_U_value_semantics_node_V_handle_str_0A_0HI_Vtree_node_ratl_storage_ratl_ratl_::vfunc4
000cad40	GAME_UNIQUE	36	UNNAMED	FUN_000cad40
000cb330	GAME_UNIQUE	36	named	CVariable::vfunc43
000cb490	GAME_UNIQUE	36	named	CVariable::vfunc61
000d1640	GAME_UNIQUE	36	named	CCEAtkTeleport::vfunc52
000d94f0	GAME_UNIQUE	36	named	CCombatNodeHandler::vfunc16
000e5560	GAME_UNIQUE	36	named	CCEAtkTeleport::vfunc297
000e9a60	GAME_UNIQUE	36	named	tmpl__AV_tree_base_U_value_semantics_node_V_handle_str_02_0BH_Vtree_node_ratl_storage_ratl_ratl_::vfunc18
000eb9c0	GAME_PORTABLE	36	named	CCombatNode::vfunc75
000ee5c0	GAME_UNIQUE	36	named	CAIStandardAttackHandler::vfunc8
000f9b60	GAME_UNIQUE	36	UNNAMED	FUN_000f9b60
00104200	GAME_PORTABLE	36	UNNAMED	FUN_00104200
0011ec70	XMEN_SERIES	36	UNNAMED	FUN_0011ec70
00121dd0	GAME_PORTABLE	36	named	tmpl__AV_tree_base_U_value_semantics_node_V_handle_str_0A_09Vtree_node_ratl_storage_ratl_ratl_::vfunc4
00121e60	GAME_UNIQUE	36	named	tmpl__AV_tree_base_U_value_semantics_node_V_handle_str_0A_09Vtree_node_ratl_storage_ratl_ratl_::vfunc10
00126650	GAME_UNIQUE	36	UNNAMED	FUN_00126650
00128620	GAME_UNIQUE	36	named	TiXmlElement::vfunc10
00135020	GAME_PORTABLE	36	UNNAMED	FUN_00135020
00137dd0	GAME_UNIQUE	36	named	CModelIGB::vfunc97
00142700	GAME_UNIQUE	36	UNNAMED	FUN_00142700
001427a0	GAME_UNIQUE	36	UNNAMED	FUN_001427a0
00142840	GAME_UNIQUE	36	UNNAMED	FUN_00142840
001428e0	GAME_UNIQUE	36	UNNAMED	FUN_001428e0
00142980	GAME_UNIQUE	36	UNNAMED	FUN_00142980
00142a20	GAME_UNIQUE	36	UNNAMED	FUN_00142a20
00142ac0	GAME_UNIQUE	36	UNNAMED	FUN_00142ac0
