addr	bucket	code_units	status	name
00065e30	GAME_UNIQUE	83	named	tmpl__AV_CEntityFactory_VCDoorEntity_VCPhysicalEntity_::vfunc10
0009eff0	GAME_UNIQUE	83	UNNAMED	FUN_0009eff0
000ac910	GAME_UNIQUE	83	UNNAMED	FUN_000ac910
000c90b0	GAME_UNIQUE	83	UNNAMED	FUN_000c90b0
000d8fe0	GAME_UNIQUE	83	named	CCEAtkTeleport::vfunc328
000dc3b0	GAME_UNIQUE	83	named	CCombatNodeHandler::vfunc272
000e1f70	GAME_PORTABLE	83	UNNAMED	FUN_000e1f70
001016c0	GAME_UNIQUE	83	UNNAMED	FUN_001016c0
00102300	GAME_UNIQUE	83	UNNAMED	FUN_00102300
0015aa30	GAME_UNIQUE	83	UNNAMED	FUN_0015aa30
001751d0	GAME_UNIQUE	83	UNNAMED	FUN_001751d0
0017b060	GAME_UNIQUE	83	named	CMenuItemShop::vfunc26
001815f0	GAME_UNIQUE	83	named	tmpl__AV_tree_base_U_value_semantics_node_V_handle_str_01_00Vtree_node_ratl_storage_ratl_ratl_::vfunc76
002039a0	GAME_UNIQUE	83	UNNAMED	FUN_002039a0
00284410	GAME_UNIQUE	83	UNNAMED	FUN_00284410
000255f0	GAME_PORTABLE	82	named	BitArray10_ScanAndClear
000476e0	GAME_PORTABLE	82	UNNAMED	FUN_000476e0
00047f80	GAME_UNIQUE	82	UNNAMED	FUN_00047f80
00051dd0	GAME_UNIQUE	82	UNNAMED	FUN_00051dd0
00053800	GAME_UNIQUE	82	UNNAMED	FUN_00053800
0005a8f0	GAME_UNIQUE	82	UNNAMED	FUN_0005a8f0
0007e6e0	GAME_UNIQUE	82	named	CInventorySystem::vfunc1
000a0490	GAME_UNIQUE	82	UNNAMED	FUN_000a0490
000a4fc0	GAME_UNIQUE	82	UNNAMED	FUN_000a4fc0
000be730	GAME_UNIQUE	82	named	IWorld::vfunc50
000c9a00	GAME_UNIQUE	82	UNNAMED	FUN_000c9a00
000cbb30	GAME_UNIQUE	82	UNNAMED	FUN_000cbb30
000d1ef0	GAME_UNIQUE	82	UNNAMED	FUN_000d1ef0
000df4a0	GAME_UNIQUE	82	UNNAMED	FUN_000df4a0
000ea080	GAME_UNIQUE	82	UNNAMED	FUN_000ea080
0011bb70	GAME_UNIQUE	82	UNNAMED	FUN_0011bb70
0011c240	GAME_UNIQUE	82	UNNAMED	FUN_0011c240
001214a0	GAME_UNIQUE	82	UNNAMED	FUN_001214a0
00121580	GAME_PORTABLE	82	UNNAMED	FUN_00121580
0012c020	GAME_UNIQUE	82	UNNAMED	FUN_0012c020
0013d630	GAME_PORTABLE	82	UNNAMED	FUN_0013d630
0014af60	GAME_UNIQUE	82	UNNAMED	FUN_0014af60
0014b040	GAME_PORTABLE	82	UNNAMED	FUN_0014b040
001501c0	GAME_UNIQUE	82	UNNAMED	FUN_001501c0
00163f20	GAME_UNIQUE	82	UNNAMED	FUN_00163f20
0016b400	GAME_UNIQUE	82	UNNAMED	FUN_0016b400
001c3dc0	GAME_UNIQUE	82	UNNAMED	FUN_001c3dc0
002536a0	GAME_UNIQUE	82	UNNAMED	FUN_002536a0
002701e0	GAME_UNIQUE	82	UNNAMED	FUN_002701e0
0029cc80	GAME_UNIQUE	82	UNNAMED	FUN_0029cc80
0035cec0	XMEN_SERIES	82	UNNAMED	FUN_0035cec0
00070570	GAME_UNIQUE	81	named	CGame::vfunc102
00078d40	GAME_UNIQUE	81	UNNAMED	FUN_00078d40
0007a910	GAME_UNIQUE	81	named	CSoundDebounce::vfunc6
0009aa80	GAME_UNIQUE	81	named	CPythonGameInterface::vfunc3
0009c780	GAME_UNIQUE	81	UNNAMED	FUN_0009c780
000add50	GAME_UNIQUE	81	UNNAMED	FUN_000add50
000af720	GAME_UNIQUE	81	UNNAMED	FUN_000af720
000c5ce0	GAME_UNIQUE	81	UNNAMED	FUN_000c5ce0
000d0d6c	GAME_UNIQUE	81	UNNAMED	FUN_000d0d6c
000d4830	GAME_UNIQUE	81	UNNAMED	FUN_000d4830
000d6970	GAME_UNIQUE	81	named	CCEAtkTeleport::vfunc270
000f0420	GAME_UNIQUE	81	named	CAIRangedAttackHandler::vfunc30
00125360	GAME_UNIQUE	81	named	tmpl__AV_tree_base_U_value_semantics_node_V_string_vs_0BAA_ratl_04Vtree_node_2_storage_ratl_ratl_::vfunc29
0013fdd0	GAME_UNIQUE	81	named	INodeCaches::vfunc13
00145150	GAME_UNIQUE	81	UNNAMED	FUN_00145150
00165ed0	GAME_UNIQUE	81	UNNAMED	FUN_00165ed0
00168ce0	GAME_UNIQUE	81	UNNAMED	FUN_00168ce0
0016aa60	GAME_UNIQUE	81	UNNAMED	FUN_0016aa60
0016dc20	GAME_UNIQUE	81	named	CMenuCodex::vfunc13
00176c20	GAME_UNIQUE	81	UNNAMED	FUN_00176c20
00184100	GAME_UNIQUE	81	UNNAMED	FUN_00184100
0019cb9e	GAME_UNIQUE	81	UNNAMED	FUN_0019cb9e
0026dc50	GAME_UNIQUE	81	UNNAMED	FUN_0026dc50
00284a30	GAME_UNIQUE	81	UNNAMED	FUN_00284a30
002f2710	GAME_UNIQUE	81	UNNAMED	FUN_002f2710
00326050	GAME_UNIQUE	81	UNNAMED	FUN_00326050
00363070	GAME_UNIQUE	81	UNNAMED	FUN_00363070
0002a630	GAME_UNIQUE	80	UNNAMED	FUN_0002a630
00043650	GAME_UNIQUE	80	UNNAMED	FUN_00043650
000590d0	GAME_UNIQUE	80	UNNAMED	FUN_000590d0
0005d120	GAME_UNIQUE	80	UNNAMED	FUN_0005d120
0005f080	GAME_UNIQUE	80	UNNAMED	FUN_0005f080
00084cc0	GAME_PORTABLE	80	UNNAMED	FUN_00084cc0
000913e0	GAME_PORTABLE	80	UNNAMED	FUN_000913e0
0009a0e0	GAME_UNIQUE	80	UNNAMED	FUN_0009a0e0
000b97a0	GAME_UNIQUE	80	UNNAMED	FUN_000b97a0
000bcd60	XMEN_SERIES	80	UNNAMED	FUN_000bcd60
000fe160	GAME_PORTABLE	80	UNNAMED	FUN_000fe160
001090b0	GAME_UNIQUE	80	UNNAMED	FUN_001090b0
00117280	GAME_PORTABLE	80	UNNAMED	FUN_00117280
00139220	GAME_UNIQUE	80	UNNAMED	FUN_00139220
0013f970	GAME_PORTABLE	80	UNNAMED	FUN_0013f970
0014b120	GAME_PORTABLE	80	UNNAMED	FUN_0014b120
00154c20	GAME_UNIQUE	80	named	CHud::vfunc16
001553b0	GAME_PORTABLE	80	UNNAMED	FUN_001553b0
00160a40	GAME_UNIQUE	80	named	CMenu::vfunc13
00164b60	GAME_PORTABLE	80	UNNAMED	FUN_00164b60
0016be00	GAME_UNIQUE	80	named	CMenuBlackbird::vfunc10
0016f890	GAME_UNIQUE	80	UNNAMED	FUN_0016f890
0017e2c0	GAME_UNIQUE	80	UNNAMED	FUN_0017e2c0
00184fd0	GAME_UNIQUE	80	named	tmpl__AV_tree_base_U_value_semantics_node_V_handle_str_01_00Vtree_node_ratl_storage_ratl_ratl_::vfunc49
0018bb30	GAME_PORTABLE	80	UNNAMED	FUN_0018bb30
001bf590	XMEN_SERIES	80	UNNAMED	FUN_001bf590
0024a440	GAME_UNIQUE	80	UNNAMED	FUN_0024a440
0029cad0	GAME_UNIQUE	80	UNNAMED	FUN_0029cad0
00014290	GAME_UNIQUE	79	named	AudioNode_IntegrateAndComputeDirection
00019c20	GAME_UNIQUE	79	named	tmpl__AV_tree_base_U_value_semantics_node_USFxFileRecord_CFxTemplateManager_0KP_Vtree_node_ratl_stora::vfunc31
00019e20	GAME_UNIQUE	79	named	tmpl__AV_tree_base_U_value_semantics_node_USFxFileRecord_CFxTemplateManager_0KP_Vtree_node_ratl_stora::vfunc33
0002b720	GAME_UNIQUE	79	UNNAMED	FUN_0002b720
0003b410	GAME_UNIQUE	79	UNNAMED	FUN_0003b410
0003ce60	GAME_UNIQUE	79	UNNAMED	FUN_0003ce60
000521f0	GAME_UNIQUE	79	UNNAMED	FUN_000521f0
000db0e0	GAME_UNIQUE	79	UNNAMED	FUN_000db0e0
000dcf30	GAME_UNIQUE	79	named	CCombatNodeHandler::vfunc19
000dd060	GAME_UNIQUE	79	named	CCombatNodeHandler::vfunc22
000eb4f0	GAME_UNIQUE	79	named	CFightStyle::vfunc7
0010ec60	GAME_UNIQUE	79	UNNAMED	FUN_0010ec60
00139790	GAME_UNIQUE	79	named	CModelIGB::vfunc60
00149180	GAME_UNIQUE	79	UNNAMED	FUN_00149180
0014d6a0	GAME_UNIQUE	79	named	CZonePlayfield::vfunc0
001523b0	GAME_UNIQUE	79	UNNAMED	FUN_001523b0
00157d20	GAME_UNIQUE	79	named	CHud::vfunc2
00164140	GAME_UNIQUE	79	UNNAMED	FUN_00164140
001643e0	GAME_UNIQUE	79	UNNAMED	FUN_001643e0
00174920	GAME_UNIQUE	79	named	CMenuItemBinary::vfunc12
00177e40	GAME_UNIQUE	79	named	CMenuItemList::vfunc15
00185e40	GAME_UNIQUE	79	named	CPopupDialog::vfunc4
00186420	GAME_UNIQUE	79	UNNAMED	FUN_00186420
0018d560	GAME_UNIQUE	79	UNNAMED	FUN_0018d560
0019ebab	GAME_UNIQUE	79	UNNAMED	FUN_0019ebab
002549e0	GAME_UNIQUE	79	UNNAMED	FUN_002549e0
0002ce70	GAME_UNIQUE	78	UNNAMED	FUN_0002ce70
00048860	GAME_UNIQUE	78	UNNAMED	FUN_00048860
0004bb90	GAME_UNIQUE	78	UNNAMED	FUN_0004bb90
00056a50	GAME_UNIQUE	78	named	tmpl__AV_map_vs_V_handle_str_0A_E_0PP_ratl_::vfunc14
0005e360	GAME_UNIQUE	78	UNNAMED	FUN_0005e360
00060df0	GAME_UNIQUE	78	UNNAMED	FUN_00060df0
00077e00	GAME_UNIQUE	78	named	tmpl__AV_COnlyOneEvent_VCActor_VEFirstEquipment_::vfunc55
0009fa00	GAME_UNIQUE	78	UNNAMED	FUN_0009fa00
000ad300	GAME_PORTABLE	78	named	CShadowMgr::vfunc3
000c0e00	GAME_UNIQUE	78	UNNAMED	FUN_000c0e00
000f8c00	GAME_UNIQUE	78	named	CAI::vfunc71
00107140	GAME_UNIQUE	78	UNNAMED	FUN_00107140
00127a10	GAME_UNIQUE	78	named	TiXmlElement::vfunc9
00139100	GAME_UNIQUE	78	named	CModelIGB::vfunc52
0014e350	GAME_UNIQUE	78	UNNAMED	FUN_0014e350
00173160	GAME_UNIQUE	78	named	CMenuItem::vfunc5
00191020	GAME_UNIQUE	78	UNNAMED	FUN_00191020
00234ca0	GAME_UNIQUE	78	UNNAMED	FUN_00234ca0
00254e10	GAME_UNIQUE	78	UNNAMED	FUN_00254e10
00260160	GAME_UNIQUE	78	UNNAMED	FUN_00260160
002cec59	GAME_UNIQUE	78	UNNAMED	FUN_002cec59
00309bc0	GAME_UNIQUE	78	UNNAMED	FUN_00309bc0
00368260	GAME_UNIQUE	78	UNNAMED	FUN_00368260
003c3538	GAME_UNIQUE	78	UNNAMED	FUN_003c3538
000167f0	GAME_UNIQUE	77	UNNAMED	FUN_000167f0
0002fdf0	GAME_UNIQUE	77	UNNAMED	FUN_0002fdf0
0003a520	GAME_UNIQUE	77	UNNAMED	FUN_0003a520
0005d5c0	GAME_UNIQUE	77	UNNAMED	FUN_0005d5c0
000783d0	GAME_UNIQUE	77	named	tmpl__AV_COnlyOneEvent_VCActor_VEFirstEquipment_::vfunc94
00094f00	GAME_UNIQUE	77	UNNAMED	FUN_00094f00
00098270	GAME_UNIQUE	77	named	CProjectileTornadoEntity::vfunc111
000a7940	GAME_UNIQUE	77	UNNAMED	FUN_000a7940
000b11e0	GAME_UNIQUE	77	UNNAMED	FUN_000b11e0
000b5f40	GAME_UNIQUE	77	UNNAMED	FUN_000b5f40
000da3c0	GAME_UNIQUE	77	named	CCombatNodeHandler::vfunc172
000e11d0	GAME_UNIQUE	77	named	CCombatNodeHandler::vfunc350
000e1a20	GAME_UNIQUE	77	named	CCombatNode::vfunc3
000fde60	GAME_UNIQUE	77	UNNAMED	FUN_000fde60
0011f820	GAME_UNIQUE	77	UNNAMED	FUN_0011f820
00120120	GAME_UNIQUE	77	UNNAMED	FUN_00120120
00138540	XMEN_SERIES	77	UNNAMED	FUN_00138540
00150d50	GAME_UNIQUE	77	named	tmpl__AV_tree_base_U_value_semantics_node_USFileRecord_CSoundSystem_0BCC_Vtree_node_ratl_storage_ratl::vfunc72
0015e090	GAME_UNIQUE	77	named	CHudCharacter::vfunc11
00163c00	GAME_UNIQUE	77	named	CMenu::vfunc17
0016ea90	GAME_UNIQUE	77	named	CMenuCredits::vfunc12
0034a094	GAME_UNIQUE	77	named	__filbuf
00070090	GAME_UNIQUE	76	named	CGame::vfunc81
00076610	XMEN_SERIES	76	UNNAMED	FUN_00076610
0009abe0	GAME_UNIQUE	76	named	CPythonGameInterface::vfunc14
000a6340	GAME_UNIQUE	76	UNNAMED	FUN_000a6340
000b1ba0	GAME_UNIQUE	76	UNNAMED	FUN_000b1ba0
000bea80	GAME_UNIQUE	76	named	IWorld::vfunc62
00119790	GAME_UNIQUE	76	named	CInput::vfunc1
0013b8c0	GAME_UNIQUE	76	named	CModelParticleCloud::vfunc7
0014fbe0	GAME_UNIQUE	76	named	tmpl__AV_tree_base_U_value_semantics_node_USFileRecord_CSoundSystem_0BCC_Vtree_node_ratl_storage_ratl::vfunc82
00165ba0	GAME_UNIQUE	76	UNNAMED	FUN_00165ba0
00178150	GAME_UNIQUE	76	named	CMenuItemListBox::vfunc29
00179450	GAME_UNIQUE	76	named	CMenuItemListBox::vfunc24
00183530	GAME_PORTABLE	76	named	tmpl__AV_tree_base_U_value_semantics_node_V_handle_str_01_00Vtree_node_ratl_storage_ratl_ratl_::vfunc83
00241e40	XMEN_SERIES	76	UNNAMED	FUN_00241e40
0024f620	XMEN_SERIES	76	UNNAMED	FUN_0024f620
002548f0	GAME_UNIQUE	76	UNNAMED	FUN_002548f0
0025aad0	GAME_UNIQUE	76	UNNAMED	FUN_0025aad0
0027c840	GAME_UNIQUE	76	UNNAMED	FUN_0027c840
0034ba19	XMEN_SERIES	76	UNNAMED	FUN_0034ba19
0034c765	GAME_UNIQUE	76	UNNAMED	FUN_0034c765
0001c440	GAME_UNIQUE	75	UNNAMED	FUN_0001c440
00029530	GAME_UNIQUE	75	UNNAMED	FUN_00029530
00047e80	GAME_UNIQUE	75	UNNAMED	FUN_00047e80
00052510	GAME_UNIQUE	75	UNNAMED	FUN_00052510
00063960	GAME_PORTABLE	75	UNNAMED	FUN_00063960
00066080	GAME_UNIQUE	75	UNNAMED	FUN_00066080
00069110	GAME_UNIQUE	75	named	IEntityDefinitions::vfunc27
00078290	GAME_UNIQUE	75	UNNAMED	FUN_00078290
0009a930	GAME_UNIQUE	75	UNNAMED	FUN_0009a930
000a7a70	GAME_UNIQUE	75	UNNAMED	FUN_000a7a70
000d0050	GAME_UNIQUE	75	named	CCEAtkSpawnProjectile::vfunc17
000d7bc0	GAME_UNIQUE	75	named	CCEAtkTeleport::vfunc306
000d7f50	GAME_UNIQUE	75	named	CCEAtkTeleport::vfunc295
000df3b0	GAME_UNIQUE	75	UNNAMED	FUN_000df3b0
00101510	GAME_UNIQUE	75	UNNAMED	FUN_00101510
00103740	GAME_UNIQUE	75	UNNAMED	FUN_00103740
0011db60	GAME_UNIQUE	75	named	CFileBundleMgr::vfunc5
00135220	GAME_UNIQUE	75	named	IModelComponent::vfunc63
00144b50	GAME_UNIQUE	75	UNNAMED	FUN_00144b50
0016cea0	GAME_UNIQUE	75	named	CMenuBlackbird::vfunc15
0016f120	GAME_UNIQUE	75	UNNAMED	FUN_0016f120
00172880	GAME_UNIQUE	75	UNNAMED	FUN_00172880
002675f0	GAME_UNIQUE	75	UNNAMED	FUN_002675f0
0032cd50	GAME_UNIQUE	75	UNNAMED	FUN_0032cd50
0037146f	GAME_UNIQUE	75	UNNAMED	FUN_0037146f
00027950	GAME_UNIQUE	74	UNNAMED	FUN_00027950
00030df0	GAME_UNIQUE	74	UNNAMED	FUN_00030df0
00032f10	GAME_UNIQUE	74	UNNAMED	FUN_00032f10
00082330	GAME_UNIQUE	74	UNNAMED	FUN_00082330
000a3000	GAME_UNIQUE	74	named	CRequire::vfunc2
000b4b30	GAME_UNIQUE	74	named	CTalentSystem::vfunc4
000f4a70	GAME_UNIQUE	74	UNNAMED	FUN_000f4a70
0010cac0	GAME_UNIQUE	74	UNNAMED	FUN_0010cac0
00131190	GAME_UNIQUE	74	UNNAMED	FUN_00131190
00141e70	GAME_UNIQUE	74	named	INodeCaches::vfunc93
0016a740	GAME_UNIQUE	74	named	CMenuBlackbird::vfunc6
0016df70	GAME_UNIQUE	74	UNNAMED	FUN_0016df70
0017f790	GAME_UNIQUE	74	named	CMenuOptionsController::vfunc16
00182c00	GAME_UNIQUE	74	UNNAMED	FUN_00182c00
001833a0	GAME_UNIQUE	74	named	tmpl__AV_tree_base_U_value_semantics_node_V_handle_str_01_00Vtree_node_ratl_storage_ratl_ratl_::vfunc60
00262c70	GAME_UNIQUE	74	UNNAMED	FUN_00262c70
003457c0	GAME_UNIQUE	74	UNNAMED	FUN_003457c0
00366d2d	GAME_UNIQUE	74	UNNAMED	FUN_00366d2d
003ac70f	GAME_UNIQUE	74	UNNAMED	FUN_003ac70f
00026300	GAME_UNIQUE	73	UNNAMED	FUN_00026300
0002d920	GAME_UNIQUE	73	UNNAMED	FUN_0002d920
0002ff20	GAME_UNIQUE	73	UNNAMED	FUN_0002ff20
000300e0	GAME_UNIQUE	73	UNNAMED	FUN_000300e0
000393d0	GAME_UNIQUE	73	UNNAMED	FUN_000393d0
00047be0	GAME_UNIQUE	73	UNNAMED	FUN_00047be0
0006b5a0	GAME_UNIQUE	73	UNNAMED	FUN_0006b5a0
000770f0	GAME_UNIQUE	73	UNNAMED	FUN_000770f0
0007aef0	GAME_UNIQUE	73	UNNAMED	FUN_0007aef0
0007aff0	GAME_UNIQUE	73	named	CSoundDebounce::vfunc10
0009c170	GAME_UNIQUE	73	UNNAMED	FUN_0009c170
000a7810	GAME_UNIQUE	73	UNNAMED	FUN_000a7810
000a9c10	GAME_UNIQUE	73	UNNAMED	FUN_000a9c10
000b5080	GAME_UNIQUE	73	named	CTalentSystem::vfunc12
000be1d0	GAME_UNIQUE	73	named	IWorld::vfunc51
000c6f30	GAME_UNIQUE	73	UNNAMED	FUN_000c6f30
000cce60	GAME_UNIQUE	73	UNNAMED	FUN_000cce60
000d40b0	GAME_UNIQUE	73	named	CCEAtkSpawnProjectile::vfunc102
00127ca0	GAME_UNIQUE	73	named	TiXmlComment::vfunc15
00140950	GAME_UNIQUE	73	named	INodeCaches::vfunc38
001459f0	GAME_UNIQUE	73	UNNAMED	FUN_001459f0
001590a0	GAME_UNIQUE	73	named	CHudCharacter::vfunc35
00174a60	GAME_UNIQUE	73	named	CMenuItemCharacters::vfunc12
0018b5a0	GAME_UNIQUE	73	UNNAMED	FUN_0018b5a0
001961c0	GAME_PORTABLE	73	UNNAMED	FUN_001961c0
00258b70	GAME_UNIQUE	73	UNNAMED	FUN_00258b70
002c1fd2	GAME_UNIQUE	73	UNNAMED	FUN_002c1fd2
0034c985	GAME_UNIQUE	73	UNNAMED	FUN_0034c985
003ab729	GAME_UNIQUE	73	UNNAMED	FUN_003ab729
003b8ec7	GAME_UNIQUE	73	UNNAMED	FUN_003b8ec7
0002c210	GAME_UNIQUE	72	UNNAMED	FUN_0002c210
0003c140	GAME_UNIQUE	72	UNNAMED	FUN_0003c140
00055680	GAME_UNIQUE	72	UNNAMED	FUN_00055680
0005d8f0	GAME_UNIQUE	72	UNNAMED	FUN_0005d8f0
00068060	GAME_UNIQUE	72	UNNAMED	FUN_00068060
0006cee0	GAME_UNIQUE	72	UNNAMED	FUN_0006cee0
0007e7f0	GAME_UNIQUE	72	named	CInventorySystem::vfunc2
000c0500	GAME_UNIQUE	72	UNNAMED	FUN_000c0500
000ca060	GAME_UNIQUE	72	UNNAMED	FUN_000ca060
000e9be0	GAME_UNIQUE	72	named	tmpl__AV_tree_base_U_value_semantics_node_V_handle_str_02_0BH_Vtree_node_ratl_storage_ratl_ratl_::vfunc19
000f4910	GAME_UNIQUE	72	named	CAIPattern::vfunc3
0014e470	GAME_UNIQUE	72	UNNAMED	FUN_0014e470
0014f450	GAME_UNIQUE	72	UNNAMED	FUN_0014f450
00154940	GAME_UNIQUE	72	UNNAMED	FUN_00154940
001580c0	GAME_UNIQUE	72	named	CHud::vfunc38
001581f0	GAME_UNIQUE	72	named	CHud::vfunc39
0016ebe0	GAME_UNIQUE	72	UNNAMED	FUN_0016ebe0
0017c250	GAME_UNIQUE	72	UNNAMED	FUN_0017c250
001872e0	GAME_UNIQUE	72	named	CPopupDialog::vfunc20
0019d732	GAME_UNIQUE	72	UNNAMED	FUN_0019d732
002031c0	GAME_UNIQUE	72	UNNAMED	FUN_002031c0
0022d130	GAME_UNIQUE	72	UNNAMED	FUN_0022d130
00253fb0	GAME_UNIQUE	72	UNNAMED	FUN_00253fb0
000116d0	GAME_UNIQUE	71	named	handle_engine_startup
00023b00	GAME_UNIQUE	71	UNNAMED	FUN_00023b00
0003cf50	XMEN_SERIES	71	UNNAMED	FUN_0003cf50
000482f0	GAME_UNIQUE	71	UNNAMED	FUN_000482f0
000a7c20	GAME_UNIQUE	71	UNNAMED	FUN_000a7c20
000c47e0	GAME_UNIQUE	71	UNNAMED	FUN_000c47e0
000d2f60	GAME_UNIQUE	71	named	CCEAtkSpawnProjectile::vfunc47
000d8ba0	GAME_UNIQUE	71	named	CCEAtkTeleport::vfunc438
000ebe20	GAME_UNIQUE	71	UNNAMED	FUN_000ebe20
000ed610	GAME_UNIQUE	71	UNNAMED	FUN_000ed610
00103230	GAME_UNIQUE	71	UNNAMED	FUN_00103230
00165590	GAME_UNIQUE	71	UNNAMED	FUN_00165590
0016d340	GAME_UNIQUE	71	UNNAMED	FUN_0016d340
001734d0	GAME_UNIQUE	71	named	CMenuItem::vfunc18
001862c0	GAME_UNIQUE	71	UNNAMED	FUN_001862c0
001d3260	GAME_UNIQUE	71	UNNAMED	FUN_001d3260
0021d080	GAME_UNIQUE	71	UNNAMED	FUN_0021d080
00267500	GAME_UNIQUE	71	UNNAMED	FUN_00267500
0027f300	GAME_UNIQUE	71	UNNAMED	FUN_0027f300
00282aa0	GAME_UNIQUE	71	UNNAMED	FUN_00282aa0
0037343b	GAME_UNIQUE	71	UNNAMED	FUN_0037343b
00013cc0	GAME_UNIQUE	70	named	Vector3_GenerateJitterAndTransform
0002bbd0	GAME_UNIQUE	70	UNNAMED	FUN_0002bbd0
00030700	GAME_UNIQUE	70	named	tmpl__AV_COnlyOneEvent_VCActor_VEFirstEquipment_::vfunc109
0003b4f0	GAME_UNIQUE	70	UNNAMED	FUN_0003b4f0
000557a0	GAME_UNIQUE	70	UNNAMED	FUN_000557a0
00057250	GAME_UNIQUE	70	named	tmpl__AV_map_vs_V_handle_str_0A_E_0PP_ratl_::vfunc58
000701b0	GAME_UNIQUE	70	named	CGame::vfunc89
0008cf10	GAME_UNIQUE	70	named	COptions::vfunc0
00094730	GAME_UNIQUE	70	UNNAMED	FUN_00094730
0009ecb0	GAME_UNIQUE	70	UNNAMED	FUN_0009ecb0
000de4a0	GAME_UNIQUE	70	named	CCombatNodeHandler::vfunc69
00138700	GAME_UNIQUE	70	UNNAMED	FUN_00138700
0014c610	GAME_UNIQUE	70	UNNAMED	FUN_0014c610
00170a50	GAME_UNIQUE	70	UNNAMED	FUN_00170a50
0019a7b0	GAME_UNIQUE	70	UNNAMED	FUN_0019a7b0
001ffc10	GAME_UNIQUE	70	UNNAMED	FUN_001ffc10
003075e0	GAME_UNIQUE	70	UNNAMED	FUN_003075e0
00378df9	GAME_UNIQUE	70	UNNAMED	FUN_00378df9
003a6198	GAME_UNIQUE	70	UNNAMED	FUN_003a6198
0002fcf0	GAME_UNIQUE	69	UNNAMED	FUN_0002fcf0
00043560	GAME_UNIQUE	69	UNNAMED	FUN_00043560
000546f0	GAME_UNIQUE	69	UNNAMED	FUN_000546f0
00059510	GAME_UNIQUE	69	UNNAMED	FUN_00059510
0005db10	GAME_UNIQUE	69	UNNAMED	FUN_0005db10
00062e20	GAME_UNIQUE	69	UNNAMED	FUN_00062e20
0007bf40	GAME_UNIQUE	69	UNNAMED	FUN_0007bf40
0007d470	GAME_UNIQUE	69	UNNAMED	FUN_0007d470
0008a350	GAME_UNIQUE	69	UNNAMED	FUN_0008a350
0009d400	GAME_UNIQUE	69	UNNAMED	FUN_0009d400
000c75f0	GAME_UNIQUE	69	UNNAMED	FUN_000c75f0
000c7e50	GAME_UNIQUE	69	UNNAMED	FUN_000c7e50
000db010	GAME_UNIQUE	69	named	CCombatNodeHandler::vfunc196
00121a60	GAME_UNIQUE	69	UNNAMED	FUN_00121a60
001267d0	GAME_UNIQUE	69	UNNAMED	FUN_001267d0
00128820	GAME_UNIQUE	69	named	TiXmlComment::vfunc10
00131d90	GAME_UNIQUE	69	named	CIGBInfoCache2::vfunc4
0013c960	GAME_UNIQUE	69	UNNAMED	FUN_0013c960
00157fa0	GAME_UNIQUE	69	named	CHud::vfunc40
00160ee0	GAME_UNIQUE	69	UNNAMED	FUN_00160ee0
00178220	GAME_UNIQUE	69	UNNAMED	FUN_00178220
0027f3d0	GAME_UNIQUE	69	UNNAMED	FUN_0027f3d0
002fc2b3	GAME_UNIQUE	69	UNNAMED	FUN_002fc2b3
003b5e7b	GAME_UNIQUE	69	UNNAMED	FUN_003b5e7b
00032140	GAME_UNIQUE	68	UNNAMED	FUN_00032140
00034e40	GAME_UNIQUE	68	named	CActor::vfunc86
0005bf20	GAME_UNIQUE	68	UNNAMED	FUN_0005bf20
0005f1c0	GAME_UNIQUE	68	UNNAMED	FUN_0005f1c0
0007f010	GAME_UNIQUE	68	UNNAMED	FUN_0007f010
00082250	GAME_UNIQUE	68	UNNAMED	FUN_00082250
00098fd0	GAME_UNIQUE	68	UNNAMED	FUN_00098fd0
0009e630	GAME_UNIQUE	68	UNNAMED	FUN_0009e630
000a3570	GAME_UNIQUE	68	UNNAMED	FUN_000a3570
000b7b60	GAME_UNIQUE	68	UNNAMED	FUN_000b7b60
000ce820	GAME_UNIQUE	68	named	CCEAtkTeleport::vfunc215
00107410	GAME_UNIQUE	68	UNNAMED	FUN_00107410
00113b70	GAME_UNIQUE	68	UNNAMED	FUN_00113b70
00127160	GAME_UNIQUE	68	UNNAMED	FUN_00127160
001310d0	GAME_UNIQUE	68	UNNAMED	FUN_001310d0
00140010	GAME_UNIQUE	68	named	INodeCaches::vfunc18
00140210	GAME_UNIQUE	68	named	INodeCaches::vfunc23
001404b0	GAME_UNIQUE	68	named	INodeCaches::vfunc28
001406b0	GAME_UNIQUE	68	named	INodeCaches::vfunc33
00140b10	GAME_UNIQUE	68	named	INodeCaches::vfunc43
00140d40	GAME_UNIQUE	68	named	INodeCaches::vfunc48
00140f70	GAME_UNIQUE	68	named	INodeCaches::vfunc53
001411d0	GAME_UNIQUE	68	named	INodeCaches::vfunc58
00141300	GAME_UNIQUE	68	named	INodeCaches::vfunc63
00141480	GAME_UNIQUE	68	named	INodeCaches::vfunc68
001416b0	GAME_UNIQUE	68	named	INodeCaches::vfunc73
001418e0	GAME_UNIQUE	68	named	INodeCaches::vfunc78
00141a50	GAME_UNIQUE	68	named	INodeCaches::vfunc83
00141bc0	GAME_UNIQUE	68	named	INodeCaches::vfunc88
00155740	GAME_UNIQUE	68	named	CHud::vfunc3
00156700	GAME_UNIQUE	68	named	CHud::vfunc0
0015ac60	GAME_UNIQUE	68	named	CHudCharacter::vfunc12
00179110	GAME_UNIQUE	68	UNNAMED	FUN_00179110
